Co 0.7752 Fe 0.1727 Zr 0.0521 -0.0000
Co 0.7411 Fe 0.2051 Zr 0.0538 -0.0000
Co 0.7836 Fe 0.1622 Zr 0.0543 -0.0000
Co 0.8179 Fe 0.1277 Zr 0.0544 -0.0000
Co 0.2275 Fe 0.7173 Zr 0.0552 -0.0000
Co 0.7511 Fe 0.1928 Zr 0.0561 -0.0000
Co 0.2045 Fe 0.7394 Zr 0.0561 -0.0000
Co 0.7911 Fe 0.1524 Zr 0.0565 -0.0000
Co 0.1835 Fe 0.7596 Zr 0.0569 -0.0000
Co 0.1645 Fe 0.7779 Zr 0.0576 -0.0000
Co 0.7144 Fe 0.228 Zr 0.0576 -0.0000
Co 0.2682 Fe 0.674 Zr 0.0579 -0.0000
Co 0.1474 Fe 0.7945 Zr 0.0581 -0.0000
Co 0.7603 Fe 0.1812 Zr 0.0585 -0.0000
Co 0.7979 Fe 0.1432 Zr 0.0589 -0.0000
Co 0.2421 Fe 0.6987 Zr 0.0592 -0.0000
Co 0.7253 Fe 0.2145 Zr 0.0602 -0.0000
Co 0.218 Fe 0.7216 Zr 0.0604 -0.0000
Co 0.7687 Fe 0.1703 Zr 0.061 -0.0000
Co 0.8039 Fe 0.1347 Zr 0.0613 -0.0000
Co 0.196 Fe 0.7426 Zr 0.0614 -0.0000
Co 0.6864 Fe 0.2522 Zr 0.0614 -0.0000
Co 0.284 Fe 0.6542 Zr 0.0618 -0.0000
Co 0.176 Fe 0.7618 Zr 0.0622 -0.0000
Co 0.7354 Fe 0.2018 Zr 0.0628 -0.0000
Co 0.1579 Fe 0.7792 Zr 0.0629 -0.0000
Co 0.2569 Fe 0.6797 Zr 0.0634 -0.0000
Co 0.1416 Fe 0.795 Zr 0.0634 -0.0000
Co 0.7762 Fe 0.1602 Zr 0.0636 -0.0000
Co 0.1269 Fe 0.8092 Zr 0.0638 -0.0000
Co 0.8093 Fe 0.1268 Zr 0.0639 -0.0000
Co 0.6981 Fe 0.2376 Zr 0.0643 -0.0000
Co 0.2319 Fe 0.7033 Zr 0.0648 -0.0000
Co 0.6571 Fe 0.2778 Zr 0.0652 -0.0000
Co 0.7446 Fe 0.1898 Zr 0.0656 -0.0000
Co 0.2999 Fe 0.6342 Zr 0.0659 -0.0000
Co 0.2089 Fe 0.725 Zr 0.066 -0.0000
Co 0.7831 Fe 0.1506 Zr 0.0663 -0.0000
Co 0.814 Fe 0.1195 Zr 0.0666 -0.0000
Co 0.1879 Fe 0.745 Zr 0.0671 -0.0000
Co 0.7091 Fe 0.2237 Zr 0.0672 -0.0000
Co 0.3463 Fe 0.586 Zr 0.0678 -0.0000
Co 0.272 Fe 0.6602 Zr 0.0678 -0.0000
Co 0.1689 Fe 0.7632 Zr 0.0679 -0.0000
Co 0.6697 Fe 0.262 Zr 0.0683 -0.0000
Co 0.7531 Fe 0.1785 Zr 0.0685 -0.0000
Co 0.1516 Fe 0.7797 Zr 0.0687 -0.0000
Co 0.6268 Fe 0.3044 Zr 0.0688 -0.0000
Co 0.7891 Fe 0.1418 Zr 0.0691 -0.0000
Co 0.1361 Fe 0.7947 Zr 0.0692 -0.0000
Co 0.8181 Fe 0.1126 Zr 0.0693 -0.0000
Co 0.2461 Fe 0.6844 Zr 0.0695 -0.0000
Co 0.1221 Fe 0.8082 Zr 0.0697 -0.0000
Co 0.3159 Fe 0.6139 Zr 0.0702 -0.0000
Co 0.7192 Fe 0.2106 Zr 0.0703 -0.0000
Co 0.2222 Fe 0.7069 Zr 0.0709 -0.0000
Co 0.7606 Fe 0.1679 Zr 0.0714 -0.0000
Co 0.6814 Fe 0.247 Zr 0.0716 -0.0000
Co 0.7945 Fe 0.1335 Zr 0.072 -0.0000
Co 0.2002 Fe 0.7276 Zr 0.0722 -0.0000
Co 0.8215 Fe 0.1063 Zr 0.0723 -0.0000
Co 0.6401 Fe 0.2876 Zr 0.0723 -0.0000
Co 0.2873 Fe 0.6404 Zr 0.0724 -0.0000
Co 0.1802 Fe 0.7465 Zr 0.0733 -0.0000
Co 0.7284 Fe 0.1982 Zr 0.0734 -0.0000
Co 0.162 Fe 0.7638 Zr 0.0742 -0.0000
Co 0.2605 Fe 0.6652 Zr 0.0743 -0.0000
Co 0.7675 Fe 0.158 Zr 0.0745 -0.0000
Co 0.3319 Fe 0.5935 Zr 0.0745 -0.0000
Co 0.6923 Fe 0.2327 Zr 0.0749 -0.0000
Co 0.1456 Fe 0.7795 Zr 0.075 -0.0000
Co 0.7991 Fe 0.1258 Zr 0.0751 -0.0000
Co 0.1308 Fe 0.7936 Zr 0.0756 -0.0000
Co 0.6527 Fe 0.2715 Zr 0.0759 -0.0000
Co 0.1175 Fe 0.8064 Zr 0.076 -0.0000
Co 0.2356 Fe 0.6883 Zr 0.0761 -0.0000
Co 0.6098 Fe 0.3141 Zr 0.0761 -0.0000
Co 0.7368 Fe 0.1865 Zr 0.0767 -0.0000
Co 0.3026 Fe 0.6203 Zr 0.0771 -0.0000
Co 0.2128 Fe 0.7096 Zr 0.0776 -0.0000
Co 0.7735 Fe 0.1488 Zr 0.0777 -0.0000
Co 0.8031 Fe 0.1186 Zr 0.0783 -0.0000
Co 0.7024 Fe 0.2192 Zr 0.0784 -0.0000
Co 0.1918 Fe 0.7292 Zr 0.0789 -0.0000
Co 0.3478 Fe 0.5731 Zr 0.079 -0.0000
Co 0.275 Fe 0.6456 Zr 0.0794 -0.0000
Co 0.6643 Fe 0.2561 Zr 0.0796 -0.0000
Co 0.5788 Fe 0.3415 Zr 0.0797 -0.0000
Co 0.6229 Fe 0.2971 Zr 0.08 -0.0000
Co 0.7443 Fe 0.1756 Zr 0.0801 -0.0000
Co 0.1727 Fe 0.7472 Zr 0.0801 -0.0000
Co 0.1554 Fe 0.7635 Zr 0.0811 -0.0000
Co 0.7788 Fe 0.1402 Zr 0.0811 -0.0000
Co 0.2493 Fe 0.6692 Zr 0.0814 -0.0000
Co 0.8064 Fe 0.112 Zr 0.0816 -0.0000
Co 0.1398 Fe 0.7783 Zr 0.0819 -0.0000
Co 0.3179 Fe 0.6002 Zr 0.0819 -0.0000
Co 0.7115 Fe 0.2065 Zr 0.082 -0.0000
Co 0.1258 Fe 0.7917 Zr 0.0825 -0.0000
Co 0.1132 Fe 0.8039 Zr 0.083 -0.0000
Co 0.2256 Fe 0.6912 Zr 0.0833 -0.0000
Co 0.1019 Fe 0.8148 Zr 0.0833 1.0000
Co 0.6751 Fe 0.2415 Zr 0.0834 -0.0000
Co 0.7511 Fe 0.1653 Zr 0.0836 -0.0000
Co 0.3636 Fe 0.5528 Zr 0.0836 -0.0000
